InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
547172,00010,Product_00010,87,2022-02-18 02:00:00,7.42,13021.0,United Kingdom
554364,00024,Product_00024,27,2022-07-07 11:00:00,32.94,16739.0,United Kingdom
599047,00038,Product_00038,150,2022-09-20 07:00:00,22.65,18884.0,United Kingdom
581853,00014,Product_00014,14,2023-05-23 15:00:00,8.11,18492.0,United Kingdom
524513,00039,Product_00039,66,2023-06-21 10:00:00,32.12,11710.0,United Kingdom
541722,00033,Product_00033,81,2022-08-19 19:00:00,48.99,14259.0,United Kingdom
530637,00043,Product_00043,20,2023-02-06 13:00:00,44.07,16541.0,United Kingdom
527731,00045,Product_00045,53,2023-10-12 10:00:00,31.71,11537.0,United Kingdom
515873,00011,Product_00011,66,2022-04-17 13:00:00,47.1,12235.0,United Kingdom
564166,00050,Product_00050,98,2022-08-22 00:00:00,11.97,12224.0,United Kingdom
541130,00048,Product_00048,124,2023-11-18 18:00:00,24.7,12824.0,United Kingdom
563497,00021,Product_00021,73,2022-04-02 16:00:00,39.35,14607.0,United Kingdom
564378,00025,Product_00025,114,2023-08-14 12:00:00,16.08,12788.0,United Kingdom
522864,00040,Product_00040,99,2022-05-04 09:00:00,21.51,19986.0,United Kingdom
514233,00029,Product_00029,26,2023-08-15 23:00:00,5.06,12665.0,United Kingdom
545180,00017,Product_00017,21,2023-05-14 17:00:00,24.53,17862.0,United Kingdom
565866,00016,Product_00016,35,2022-04-30 13:00:00,14.22,19288.0,United Kingdom
571281,00048,Product_00048,86,2023-12-24 12:00:00,37.12,19457.0,United Kingdom
563693,00012,Product_00012,127,2023-08-07 00:00:00,6.14,17605.0,United Kingdom
520006,00016,Product_00016,39,2022-08-26 11:00:00,14.22,16655.0,United Kingdom
520522,00012,Product_00012,75,2022-06-16 03:00:00,6.03,11500.0,United Kingdom
531725,00046,Product_00046,68,2023-07-15 06:00:00,42.9,10455.0,United Kingdom
536564,00002,Product_00002,72,2022-02-20 18:00:00,49.64,,United Kingdom
519791,00014,Product_00014,42,2022-07-17 07:00:00,5.54,18348.0,United Kingdom
540770,00030,Product_00030,30,2023-04-16 16:00:00,38.2,11281.0,United Kingdom
575527,00021,Product_00021,95,2022-07-09 19:00:00,39.35,14815.0,United Kingdom
546820,00025,Product_00025,81,2023-01-17 02:00:00,24.81,18371.0,United Kingdom
538465,00035,Product_00035,91,2022-12-02 10:00:00,23.95,15453.0,United Kingdom
521220,00040,Product_00040,70,2023-06-16 13:00:00,21.51,17312.0,United Kingdom
570117,00004,Product_00004,63,2023-12-28 05:00:00,47.51,17595.0,United Kingdom
589028,00042,Product_00042,70,2022-10-15 05:00:00,22.76,19854.0,United Kingdom
580518,00006,Product_00006,72,2023-08-22 21:00:00,36.56,14914.0,United Kingdom
592489,00040,Product_00040,62,2023-08-30 21:00:00,21.51,18037.0,United Kingdom
541926,00023,Product_00023,67,2022-05-24 04:00:00,47.81,17884.0,United Kingdom
582282,00038,Product_00038,69,2022-12-31 18:00:00,29.15,19700.0,United Kingdom
592931,00027,Product_00027,65,2023-03-21 21:00:00,49.91,14166.0,United Kingdom
511439,00036,Product_00036,61,2022-09-03 15:00:00,12.24,13416.0,United Kingdom
598823,00042,Product_00042,142,2023-11-24 01:00:00,15.37,16615.0,United Kingdom
596187,00034,Product_00034,96,2023-10-14 12:00:00,17.23,16966.0,United Kingdom
579577,00025,Product_00025,98,2022-10-20 14:00:00,16.05,12618.0,United Kingdom
549857,00045,Product_00045,86,2023-01-17 07:00:00,22.6,15759.0,United Kingdom
511038,00034,Product_00034,78,2022-08-22 08:00:00,23.06,18735.0,United Kingdom
536877,00039,Product_00039,66,2022-11-30 04:00:00,32.12,14841.0,United Kingdom
570099,00011,Product_00011,61,2023-01-11 07:00:00,47.1,17345.0,United Kingdom
574219,00031,Product_00031,56,2023-06-24 10:00:00,45.4,18600.0,United Kingdom
573083,00028,Product_00028,60,2022-07-13 10:00:00,44.2,12453.0,United Kingdom
559113,00047,Product_00047,42,2023-04-17 08:00:00,43.42,19947.0,United Kingdom
574387,00022,Product_00022,158,2022-11-16 23:00:00,20.47,12091.0,United Kingdom
526619,00041,Product_00041,82,2022-12-09 00:00:00,22.53,15165.0,United Kingdom
516333,00008,Product_00008,32,2023-03-23 12:00:00,38.79,12404.0,United Kingdom
593872,00011,Product_00011,175,2023-12-29 05:00:00,30.36,18264.0,United Kingdom
576219,00035,Product_00035,14,2022-05-24 12:00:00,23.95,10975.0,United Kingdom
569888,00020,Product_00020,76,2023-03-25 05:00:00,40.36,17468.0,United Kingdom
515325,00033,Product_00033,99,2023-08-25 10:00:00,48.99,16001.0,United Kingdom
520787,00020,Product_00020,88,2022-02-14 04:00:00,40.36,16550.0,United Kingdom
596920,00031,Product_00031,170,2022-05-23 12:00:00,30.96,18209.0,United Kingdom
560417,00003,Product_00003,85,2022-01-13 13:00:00,30.03,15121.0,United Kingdom
568371,00020,Product_00020,55,2023-06-04 12:00:00,40.36,11261.0,United Kingdom
515734,00040,Product_00040,32,2023-12-09 22:00:00,21.51,12856.0,United Kingdom
524076,00047,Product_00047,128,2022-01-30 03:00:00,27.99,15571.0,United Kingdom
517606,00021,Product_00021,37,2022-01-08 22:00:00,39.35,13223.0,United Kingdom
565678,00045,Product_00045,64,2023-03-14 04:00:00,31.71,18356.0,United Kingdom
516791,00005,Product_00005,21,2023-12-25 12:00:00,9.47,17199.0,United Kingdom
513154,00037,Product_00037,44,2022-05-04 23:00:00,5.61,11274.0,United Kingdom
536756,00022,Product_00022,74,2022-09-12 06:00:00,30.62,19759.0,United Kingdom
517330,00034,Product_00034,20,2022-03-17 16:00:00,23.06,15360.0,United Kingdom
597723,00006,Product_00006,-5,2022-01-24 17:00:00,36.56,14077.0,United Kingdom
516941,00009,Product_00009,39,2022-08-15 18:00:00,44.05,18531.0,United Kingdom
513813,00038,Product_00038,30,2022-03-20 23:00:00,29.15,16473.0,United Kingdom
586679,00020,Product_00020,46,2022-06-10 23:00:00,40.36,16216.0,United Kingdom
525859,00028,Product_00028,85,2023-06-23 01:00:00,44.2,17043.0,United Kingdom
569374,00048,Product_00048,49,2022-11-07 15:00:00,37.12,10382.0,United Kingdom
577412,00050,Product_00050,36,2022-06-17 06:00:00,11.97,16251.0,United Kingdom
566171,00037,Product_00037,204,2023-04-08 05:00:00,5.65,11050.0,United Kingdom
516383,00004,Product_00004,155,2022-05-06 09:00:00,31.79,14899.0,United Kingdom
579744,00004,Product_00004,121,2023-11-21 02:00:00,47.51,12452.0,United Kingdom
584574,00034,Product_00034,63,2023-03-24 01:00:00,23.06,11334.0,United Kingdom
542585,00040,Product_00040,25,2022-02-28 17:00:00,15.31,11692.0,United Kingdom
579406,00019,Product_00019,38,2023-05-26 09:00:00,30.54,11725.0,United Kingdom
586040,00014,Product_00014,34,2022-02-02 16:00:00,8.11,19784.0,United Kingdom
537415,00041,Product_00041,126,2022-12-04 08:00:00,32.3,15618.0,United Kingdom
565346,00016,Product_00016,135,2022-11-12 00:00:00,10.37,14712.0,United Kingdom
548304,00035,Product_00035,93,2023-06-07 05:00:00,23.95,17850.0,United Kingdom
548286,00050,Product_00050,98,2022-11-02 23:00:00,11.97,15730.0,United Kingdom
543206,00012,Product_00012,87,2022-10-28 06:00:00,8.07,10536.0,United Kingdom
539851,00047,Product_00047,201,2022-08-30 17:00:00,29.45,14838.0,United Kingdom
558311,00018,Product_00018,102,2023-12-07 01:00:00,46.97,10301.0,United Kingdom
567283,00003,Product_00003,35,2022-09-07 10:00:00,30.03,11045.0,United Kingdom
584164,00042,Product_00042,150,2023-03-20 15:00:00,14.48,18994.0,United Kingdom
595725,00041,Product_00041,30,2022-12-30 04:00:00,32.3,18495.0,United Kingdom
570920,00039,Product_00039,24,2023-05-29 11:00:00,32.12,17089.0,United Kingdom
591212,00033,Product_00033,44,2022-07-19 04:00:00,48.99,16913.0,United Kingdom
564017,00026,Product_00026,86,2022-04-09 16:00:00,38.42,17749.0,United Kingdom
556868,00040,Product_00040,38,2023-05-17 15:00:00,21.51,18719.0,United Kingdom
536655,00006,Product_00006,31,2022-10-05 07:00:00,36.56,10009.0,United Kingdom
560328,00027,Product_00027,65,2022-12-07 13:00:00,49.91,14723.0,United Kingdom
555343,00015,Product_00015,85,2022-07-07 07:00:00,43.78,13142.0,United Kingdom
580262,00035,Product_00035,65,2023-03-30 21:00:00,23.95,14894.0,United Kingdom
591348,00016,Product_00016,54,2023-07-13 11:00:00,14.22,13011.0,United Kingdom
560156,00001,Product_00001,13,2023-07-01 17:00:00,45.54,17703.0,United Kingdom
539644,00023,Product_00023,70,2023-04-02 22:00:00,47.81,17683.0,United Kingdom
556639,00018,Product_00018,77,2022-02-05 13:00:00,46.97,13905.0,United Kingdom
520083,00046,Product_00046,115,2023-12-08 14:00:00,42.9,16572.0,United Kingdom
528284,00040,Product_00040,99,2023-02-17 19:00:00,21.51,17329.0,United Kingdom
531861,00038,Product_00038,183,2022-07-19 01:00:00,19.54,15747.0,United Kingdom
534014,00034,Product_00034,44,2023-10-02 02:00:00,23.06,10394.0,United Kingdom
587111,00049,Product_00049,96,2022-04-14 19:00:00,13.64,17064.0,United Kingdom
581527,00002,Product_00002,91,2023-10-01 16:00:00,30.34,10965.0,United Kingdom
523007,00012,Product_00012,52,2023-09-01 07:00:00,8.07,11031.0,United Kingdom
578739,00014,Product_00014,28,2022-05-08 03:00:00,8.11,14418.0,United Kingdom
514839,00010,Product_00010,21,2023-10-28 19:00:00,7.42,16379.0,United Kingdom
525171,00013,Product_00013,77,2023-11-14 20:00:00,38.9,15927.0,United Kingdom
595030,00050,Product_00050,49,2022-02-06 12:00:00,11.97,12753.0,United Kingdom
565271,00005,Product_00005,54,2022-06-22 14:00:00,9.47,17175.0,United Kingdom
548929,00044,Product_00044,98,2023-09-26 10:00:00,47.92,13313.0,United Kingdom
586034,00004,Product_00004,96,2022-10-18 06:00:00,28.95,16740.0,United Kingdom
548157,00039,Product_00039,11,2022-10-22 23:00:00,32.12,16183.0,United Kingdom
538376,00025,Product_00025,41,2022-11-29 19:00:00,24.81,19336.0,United Kingdom
582241,00035,Product_00035,80,2022-10-11 07:00:00,23.95,16555.0,United Kingdom
550325,00028,Product_00028,24,2022-07-06 01:00:00,44.2,14229.0,United Kingdom
562257,00017,Product_00017,96,2023-12-11 03:00:00,24.53,18253.0,United Kingdom
572625,00004,Product_00004,54,2023-07-14 01:00:00,47.51,19531.0,United Kingdom
580894,00044,Product_00044,51,2022-12-13 07:00:00,47.92,12082.0,United Kingdom
541449,00010,Product_00010,107,2023-12-19 06:00:00,7.42,17368.0,United Kingdom
532099,00041,Product_00041,98,2023-08-11 10:00:00,32.3,14353.0,United Kingdom
